Product_ID,Customer_ID,Time_ID,Payments_ID,Shipments_ID,Campaigns_ID
P1077,C2006,T3288,PM4009,SH5005,CP6018
P1024,C2159,T3339,PM4015,SH5043,CP6008
P1047,C2239,T3501,PM4024,SH5003,CP6011
P1064,C2450,T3105,PM4043,SH5004,CP6013
P1052,C2422,T3474,PM4024,SH5039,CP6006
P1066,C2476,T3599,PM4029,SH5005,CP6001
P1089,C2023,T3462,PM4013,SH5020,CP6016
P1017,C2213,T3482,PM4021,SH5027,CP6010
P1008,C2069,T3703,PM4042,SH5002,CP6017
P1037,C2367,T3152,PM4027,SH5022,CP6011
P1086,C2215,T3648,PM4029,SH5007,CP6002
P1020,C2103,T3148,PM4018,SH5018,CP6013
P1064,C2214,T3187,PM4037,SH5010,CP6014
P1020,C2053,T3652,PM4041,SH5049,CP6018
P1026,C2293,T3130,PM4019,SH5009,CP6009
P1069,C2329,T3451,PM4034,SH5027,CP6008
P1043,C2335,T3515,PM4021,SH5019,CP6009
P1099,C2202,T3490,PM4014,SH5043,CP6019
P1027,C2287,T3475,PM4010,SH5027,CP6003
P1044,C2044,T3262,PM4033,SH5028,CP6018
P1016,C2316,T3537,PM4023,SH5007,CP6009
P1039,C2197,T3458,PM4005,SH5018,CP6016
P1002,C2215,T3535,PM4016,SH5047,CP6011
P1075,C2480,T3636,PM4027,SH5020,CP6000
P1075,C2308,T3683,PM4049,SH5017,CP6010
P1065,C2383,T3294,PM4030,SH5008,CP6012
P1045,C2434,T3434,PM4035,SH5003,CP6000
P1085,C2331,T3274,PM4008,SH5040,CP6000
P1086,C2183,T3587,PM4009,SH5024,CP6015
P1029,C2026,T3307,PM4020,SH5033,CP6006
P1068,C2165,T3725,PM4033,SH5008,CP6009
P1008,C2317,T3375,PM4030,SH5008,CP6015
P1084,C2273,T3157,PM4028,SH5017,CP6000
P1010,C2382,T3203,PM4042,SH5010,CP6008
P1068,C2364,T3660,PM4042,SH5012,CP6005
P1098,C2102,T3074,PM4010,SH5037,CP6014
P1090,C2447,T3379,PM4032,SH5008,CP6003
P1065,C2332,T3303,PM4045,SH5015,CP6014
P1087,C2372,T3061,PM4000,SH5003,CP6009
P1030,C2103,T3569,PM4020,SH5033,CP6015
P1032,C2413,T3107,PM4022,SH5006,CP6012
P1038,C2244,T3186,PM4008,SH5014,CP6018
P1093,C2304,T3228,PM4000,SH5037,CP6019
P1045,C2168,T3047,PM4020,SH5010,CP6003
P1036,C2115,T3267,PM4021,SH5031,CP6019
P1091,C2140,T3726,PM4003,SH5026,CP6015
P1059,C2417,T3253,PM4000,SH5029,CP6010
P1030,C2355,T3086,PM4009,SH5016,CP6014
P1010,C2477,T3180,PM4014,SH5035,CP6010
P1086,C2124,T3024,PM4035,SH5018,CP6010
P1001,C2024,T3387,PM4028,SH5006,CP6002
P1026,C2193,T3221,PM4045,SH5042,CP6016
P1098,C2383,T3396,PM4004,SH5044,CP6004
P1001,C2099,T3510,PM4028,SH5020,CP6012
P1020,C2401,T3560,PM4046,SH5027,CP6009
P1057,C2004,T3439,PM4046,SH5002,CP6004
P1004,C2018,T3174,PM4026,SH5013,CP6011
P1051,C2169,T3310,PM4024,SH5001,CP6007
P1044,C2273,T3273,PM4015,SH5028,CP6011
P1084,C2253,T3034,PM4015,SH5017,CP6015
P1092,C2120,T3216,PM4035,SH5036,CP6001
P1019,C2031,T3720,PM4024,SH5044,CP6002
P1060,C2148,T3671,PM4040,SH5044,CP6017
P1037,C2265,T3407,PM4000,SH5023,CP6016
P1019,C2036,T3518,PM4004,SH5045,CP6001
P1024,C2176,T3268,PM4040,SH5011,CP6011
P1001,C2341,T3637,PM4019,SH5044,CP6016
P1031,C2012,T3474,PM4004,SH5031,CP6005
P1025,C2182,T3324,PM4035,SH5017,CP6016
P1069,C2144,T3355,PM4028,SH5012,CP6001
P1040,C2264,T3089,PM4047,SH5003,CP6007
P1066,C2087,T3041,PM4033,SH5022,CP6013
P1096,C2427,T3364,PM4047,SH5009,CP6005
P1000,C2461,T3670,PM4017,SH5004,CP6008
P1050,C2045,T3201,PM4001,SH5049,CP6000
P1004,C2391,T3365,PM4015,SH5039,CP6004
P1012,C2118,T3287,PM4028,SH5013,CP6006
P1018,C2420,T3602,PM4032,SH5033,CP6008
P1011,C2018,T3480,PM4015,SH5027,CP6013
P1047,C2446,T3636,PM4034,SH5007,CP6008
P1024,C2219,T3500,PM4046,SH5015,CP6003
P1056,C2429,T3637,PM4042,SH5030,CP6019
P1034,C2232,T3051,PM4041,SH5006,CP6014
P1075,C2093,T3102,PM4016,SH5002,CP6003
P1093,C2454,T3360,PM4003,SH5028,CP6002
P1004,C2250,T3423,PM4048,SH5035,CP6013
P1097,C2249,T3698,PM4003,SH5038,CP6008
P1021,C2281,T3204,PM4024,SH5003,CP6018
P1076,C2231,T3013,PM4032,SH5008,CP6005
P1056,C2045,T3615,PM4013,SH5016,CP6002
P1046,C2373,T3628,PM4023,SH5048,CP6017
P1053,C2045,T3469,PM4010,SH5019,CP6015
P1002,C2458,T3465,PM4024,SH5013,CP6002
P1052,C2013,T3303,PM4027,SH5045,CP6001
P1083,C2084,T3604,PM4006,SH5028,CP6001
P1030,C2318,T3426,PM4048,SH5012,CP6009
P1068,C2327,T3655,PM4035,SH5035,CP6014
P1087,C2002,T3109,PM4009,SH5044,CP6002
P1032,C2027,T3674,PM4048,SH5016,CP6007
P1071,C2380,T3564,PM4035,SH5046,CP6017
P1087,C2156,T3514,PM4030,SH5049,CP6010
P1049,C2342,T3067,PM4018,SH5042,CP6006
P1083,C2401,T3245,PM4017,SH5003,CP6018
P1015,C2418,T3388,PM4048,SH5019,CP6006
P1075,C2332,T3649,PM4005,SH5010,CP6001
P1076,C2331,T3307,PM4027,SH5041,CP6005
P1038,C2174,T3351,PM4006,SH5021,CP6004
P1088,C2113,T3065,PM4037,SH5044,CP6013
P1045,C2388,T3459,PM4011,SH5007,CP6017
P1095,C2486,T3346,PM4040,SH5027,CP6003
P1087,C2330,T3324,PM4049,SH5044,CP6003
P1046,C2249,T3666,PM4033,SH5040,CP6012
P1043,C2058,T3598,PM4024,SH5029,CP6000
P1008,C2202,T3032,PM4016,SH5032,CP6019
P1086,C2314,T3067,PM4032,SH5032,CP6004
P1049,C2238,T3186,PM4022,SH5046,CP6002
P1076,C2233,T3191,PM4008,SH5035,CP6018
P1059,C2302,T3212,PM4005,SH5026,CP6012
P1095,C2094,T3599,PM4001,SH5019,CP6006
P1014,C2478,T3427,PM4037,SH5032,CP6009
P1035,C2140,T3350,PM4008,SH5024,CP6002
P1062,C2333,T3107,PM4002,SH5043,CP6001
P1068,C2112,T3239,PM4015,SH5042,CP6006
P1085,C2108,T3215,PM4024,SH5018,CP6008
P1079,C2361,T3176,PM4023,SH5046,CP6011
P1040,C2344,T3564,PM4046,SH5020,CP6009
P1073,C2288,T3329,PM4028,SH5041,CP6018
P1023,C2096,T3560,PM4043,SH5032,CP6012
P1081,C2445,T3625,PM4039,SH5002,CP6009
P1048,C2334,T3449,PM4025,SH5013,CP6004
P1017,C2015,T3606,PM4037,SH5014,CP6014
P1006,C2043,T3446,PM4034,SH5032,CP6002
P1003,C2441,T3536,PM4022,SH5041,CP6007
P1089,C2375,T3643,PM4003,SH5021,CP6005
P1068,C2229,T3178,PM4041,SH5000,CP6018
P1059,C2389,T3394,PM4013,SH5030,CP6016
P1054,C2107,T3144,PM4046,SH5046,CP6009
P1015,C2216,T3197,PM4038,SH5034,CP6000
P1098,C2398,T3083,PM4006,SH5019,CP6012
P1089,C2259,T3668,PM4007,SH5031,CP6009
P1081,C2311,T3084,PM4041,SH5011,CP6011
P1028,C2319,T3456,PM4018,SH5015,CP6001
P1022,C2195,T3475,PM4001,SH5007,CP6009
P1013,C2477,T3252,PM4046,SH5013,CP6000
P1078,C2417,T3071,PM4000,SH5017,CP6000
P1048,C2474,T3222,PM4041,SH5029,CP6019
P1032,C2094,T3275,PM4037,SH5032,CP6014
P1024,C2055,T3245,PM4012,SH5033,CP6000
P1020,C2031,T3340,PM4041,SH5043,CP6008
P1016,C2491,T3572,PM4043,SH5048,CP6006
P1022,C2230,T3470,PM4023,SH5033,CP6015
P1056,C2371,T3453,PM4031,SH5048,CP6015
P1080,C2008,T3006,PM4029,SH5006,CP6012
P1057,C2190,T3187,PM4005,SH5005,CP6009
P1013,C2360,T3003,PM4037,SH5005,CP6017
P1092,C2199,T3644,PM4032,SH5021,CP6008
P1019,C2333,T3124,PM4043,SH5007,CP6011
P1029,C2160,T3014,PM4022,SH5036,CP6012
P1018,C2086,T3524,PM4009,SH5014,CP6010
P1052,C2020,T3629,PM4045,SH5025,CP6014
P1055,C2310,T3239,PM4014,SH5038,CP6009
P1076,C2075,T3359,PM4022,SH5002,CP6009
P1081,C2440,T3517,PM4035,SH5009,CP6008
P1022,C2385,T3319,PM4000,SH5002,CP6002
P1061,C2140,T3230,PM4007,SH5029,CP6015
P1032,C2125,T3029,PM4002,SH5045,CP6011
P1017,C2250,T3533,PM4013,SH5021,CP6016
P1072,C2387,T3155,PM4016,SH5002,CP6014
P1032,C2083,T3629,PM4033,SH5000,CP6002
P1031,C2433,T3704,PM4046,SH5032,CP6004
P1060,C2370,T3398,PM4005,SH5018,CP6012
P1053,C2047,T3345,PM4004,SH5035,CP6005
P1016,C2378,T3194,PM4045,SH5033,CP6008
P1018,C2077,T3167,PM4040,SH5030,CP6018
P1090,C2029,T3376,PM4039,SH5042,CP6006
P1069,C2284,T3488,PM4028,SH5023,CP6012
P1098,C2135,T3361,PM4034,SH5011,CP6004
P1033,C2139,T3481,PM4017,SH5012,CP6015
P1083,C2040,T3243,PM4039,SH5015,CP6003
P1024,C2485,T3580,PM4047,SH5015,CP6004
P1067,C2281,T3606,PM4029,SH5019,CP6019
P1073,C2049,T3588,PM4014,SH5040,CP6018
P1073,C2257,T3170,PM4014,SH5047,CP6005
P1087,C2310,T3512,PM4015,SH5026,CP6003
P1084,C2359,T3405,PM4032,SH5038,CP6000
P1010,C2439,T3573,PM4009,SH5012,CP6016
P1090,C2269,T3206,PM4018,SH5003,CP6008
P1015,C2133,T3153,PM4036,SH5031,CP6015
P1089,C2233,T3047,PM4049,SH5044,CP6001
P1060,C2127,T3648,PM4002,SH5039,CP6010
P1093,C2103,T3000,PM4035,SH5033,CP6004
P1079,C2253,T3406,PM4003,SH5038,CP6012
P1006,C2094,T3106,PM4010,SH5042,CP6019
P1015,C2336,T3172,PM4040,SH5016,CP6016
P1098,C2216,T3505,PM4032,SH5023,CP6014
P1015,C2060,T3129,PM4027,SH5028,CP6011
P1039,C2479,T3397,PM4031,SH5045,CP6005
P1011,C2267,T3293,PM4015,SH5027,CP6019
P1034,C2240,T3551,PM4008,SH5044,CP6012
P1020,C2012,T3446,PM4010,SH5046,CP6017
P1049,C2146,T3015,PM4005,SH5021,CP6014
P1042,C2427,T3638,PM4048,SH5027,CP6014
P1099,C2239,T3348,PM4026,SH5024,CP6007
P1016,C2088,T3202,PM4011,SH5040,CP6018
P1031,C2094,T3133,PM4021,SH5002,CP6013
P1040,C2314,T3525,PM4039,SH5012,CP6006
P1005,C2292,T3507,PM4047,SH5030,CP6013
P1087,C2024,T3065,PM4036,SH5012,CP6004
P1026,C2271,T3479,PM4020,SH5040,CP6014
P1019,C2165,T3458,PM4032,SH5017,CP6014
P1024,C2426,T3341,PM4016,SH5036,CP6003
P1065,C2496,T3706,PM4028,SH5042,CP6000
P1008,C2249,T3625,PM4039,SH5033,CP6016
P1091,C2086,T3158,PM4009,SH5016,CP6019
P1052,C2141,T3160,PM4017,SH5020,CP6000
P1060,C2133,T3253,PM4046,SH5035,CP6015
P1037,C2472,T3526,PM4012,SH5049,CP6012
P1002,C2278,T3548,PM4026,SH5039,CP6017
P1083,C2125,T3154,PM4009,SH5018,CP6009
P1069,C2315,T3485,PM4031,SH5011,CP6017
P1096,C2490,T3431,PM4040,SH5027,CP6016
P1054,C2395,T3026,PM4044,SH5010,CP6008
P1000,C2140,T3011,PM4002,SH5047,CP6013
P1069,C2355,T3066,PM4021,SH5036,CP6012
P1044,C2102,T3541,PM4026,SH5027,CP6019
P1097,C2225,T3095,PM4002,SH5034,CP6019
P1046,C2389,T3214,PM4032,SH5043,CP6013
P1078,C2062,T3193,PM4001,SH5014,CP6010
P1025,C2293,T3646,PM4010,SH5015,CP6012
P1013,C2383,T3289,PM4045,SH5044,CP6016
P1053,C2305,T3543,PM4009,SH5006,CP6002
P1070,C2253,T3038,PM4038,SH5046,CP6000
P1045,C2179,T3205,PM4032,SH5002,CP6004
P1030,C2039,T3554,PM4006,SH5030,CP6012
P1087,C2263,T3483,PM4014,SH5011,CP6004
P1058,C2188,T3336,PM4025,SH5007,CP6004
P1094,C2007,T3495,PM4010,SH5024,CP6011
P1028,C2103,T3248,PM4037,SH5043,CP6001
P1095,C2224,T3073,PM4026,SH5049,CP6015
P1016,C2033,T3372,PM4038,SH5034,CP6016
P1013,C2235,T3701,PM4006,SH5011,CP6004
P1035,C2462,T3137,PM4000,SH5020,CP6011
P1057,C2227,T3456,PM4009,SH5025,CP6014
P1023,C2187,T3443,PM4020,SH5001,CP6005
P1062,C2312,T3352,PM4014,SH5013,CP6012
P1090,C2482,T3410,PM4029,SH5045,CP6010
P1024,C2429,T3677,PM4029,SH5003,CP6016
P1058,C2021,T3537,PM4007,SH5016,CP6008
P1031,C2342,T3452,PM4023,SH5046,CP6015
P1081,C2039,T3418,PM4018,SH5047,CP6016
P1017,C2172,T3449,PM4002,SH5004,CP6019
P1036,C2438,T3584,PM4014,SH5023,CP6017
P1025,C2178,T3114,PM4035,SH5048,CP6012
P1008,C2085,T3050,PM4005,SH5006,CP6010
P1098,C2132,T3368,PM4041,SH5022,CP6012
P1063,C2350,T3682,PM4049,SH5046,CP6012
P1071,C2012,T3514,PM4047,SH5016,CP6011
P1019,C2027,T3209,PM4017,SH5011,CP6013
P1053,C2083,T3626,PM4037,SH5010,CP6012
P1085,C2480,T3678,PM4018,SH5010,CP6008
P1082,C2463,T3434,PM4048,SH5033,CP6013
P1029,C2317,T3226,PM4049,SH5046,CP6000
P1052,C2348,T3662,PM4029,SH5036,CP6008
P1091,C2342,T3267,PM4012,SH5049,CP6003
P1098,C2279,T3115,PM4038,SH5028,CP6011
P1062,C2353,T3599,PM4011,SH5047,CP6013
P1010,C2262,T3359,PM4033,SH5035,CP6008
P1030,C2165,T3328,PM4011,SH5026,CP6002
P1048,C2292,T3039,PM4043,SH5041,CP6005
P1099,C2067,T3181,PM4023,SH5021,CP6002
P1093,C2225,T3489,PM4003,SH5001,CP6000
P1086,C2169,T3208,PM4035,SH5046,CP6002
P1018,C2085,T3272,PM4049,SH5035,CP6013
P1011,C2132,T3118,PM4047,SH5047,CP6019
P1014,C2447,T3381,PM4013,SH5029,CP6001
P1030,C2177,T3535,PM4016,SH5006,CP6011
P1042,C2489,T3257,PM4048,SH5011,CP6009
P1036,C2342,T3482,PM4002,SH5002,CP6012
P1078,C2251,T3508,PM4037,SH5016,CP6019
P1028,C2014,T3091,PM4022,SH5040,CP6003
P1025,C2222,T3160,PM4012,SH5031,CP6018
P1001,C2378,T3148,PM4008,SH5007,CP6000
P1083,C2200,T3116,PM4020,SH5022,CP6010
P1014,C2106,T3457,PM4040,SH5037,CP6015
P1003,C2249,T3564,PM4007,SH5029,CP6018
P1085,C2436,T3044,PM4016,SH5014,CP6018
P1049,C2408,T3233,PM4015,SH5009,CP6011
P1037,C2088,T3374,PM4015,SH5037,CP6002
P1022,C2124,T3546,PM4027,SH5014,CP6017
P1058,C2112,T3196,PM4015,SH5029,CP6016
P1089,C2468,T3024,PM4045,SH5045,CP6004
P1074,C2136,T3394,PM4045,SH5025,CP6015
P1027,C2246,T3713,PM4013,SH5044,CP6013
P1065,C2495,T3035,PM4045,SH5013,CP6018
P1007,C2165,T3473,PM4043,SH5002,CP6005
P1028,C2149,T3222,PM4037,SH5035,CP6002
P1010,C2362,T3529,PM4019,SH5025,CP6005
P1017,C2342,T3187,PM4044,SH5013,CP6011
P1054,C2432,T3401,PM4047,SH5030,CP6019
P1049,C2067,T3256,PM4040,SH5013,CP6010
P1013,C2220,T3653,PM4033,SH5039,CP6006
P1073,C2270,T3135,PM4028,SH5009,CP6000
P1098,C2320,T3590,PM4002,SH5008,CP6015
P1008,C2309,T3443,PM4009,SH5045,CP6015
P1098,C2413,T3417,PM4019,SH5039,CP6016
P1010,C2348,T3291,PM4001,SH5042,CP6014
P1062,C2019,T3573,PM4026,SH5041,CP6008
P1075,C2288,T3128,PM4031,SH5017,CP6004
P1066,C2488,T3340,PM4009,SH5035,CP6019
P1052,C2491,T3256,PM4039,SH5035,CP6007
P1038,C2099,T3723,PM4016,SH5011,CP6000
P1077,C2251,T3565,PM4032,SH5049,CP6006
P1055,C2469,T3686,PM4005,SH5039,CP6010
P1027,C2076,T3099,PM4038,SH5002,CP6019
P1074,C2134,T3038,PM4046,SH5017,CP6012
P1038,C2391,T3262,PM4017,SH5006,CP6012
P1024,C2411,T3149,PM4008,SH5030,CP6006
P1020,C2172,T3632,PM4007,SH5000,CP6010
P1009,C2362,T3689,PM4024,SH5030,CP6017
P1042,C2200,T3329,PM4030,SH5012,CP6000
P1014,C2216,T3119,PM4041,SH5028,CP6011
P1082,C2375,T3583,PM4003,SH5002,CP6002
P1047,C2207,T3218,PM4019,SH5028,CP6000
P1085,C2073,T3122,PM4027,SH5034,CP6003
P1020,C2010,T3243,PM4039,SH5014,CP6005
P1059,C2286,T3586,PM4000,SH5020,CP6004
P1095,C2255,T3517,PM4039,SH5018,CP6010
P1049,C2011,T3020,PM4043,SH5027,CP6019
P1022,C2379,T3189,PM4022,SH5003,CP6012
P1012,C2478,T3224,PM4046,SH5044,CP6010
P1068,C2077,T3614,PM4012,SH5012,CP6005
P1003,C2434,T3465,PM4015,SH5014,CP6018
P1091,C2171,T3098,PM4025,SH5047,CP6014
P1077,C2095,T3362,PM4030,SH5038,CP6012
P1071,C2305,T3082,PM4049,SH5031,CP6009
P1008,C2372,T3692,PM4000,SH5002,CP6000
P1034,C2272,T3663,PM4016,SH5029,CP6012
P1020,C2418,T3055,PM4015,SH5019,CP6005
P1057,C2384,T3701,PM4036,SH5001,CP6019
P1017,C2412,T3021,PM4009,SH5049,CP6011
P1096,C2178,T3579,PM4037,SH5024,CP6016
P1071,C2063,T3184,PM4043,SH5010,CP6017
P1080,C2131,T3521,PM4030,SH5000,CP6007
P1042,C2342,T3577,PM4009,SH5047,CP6013
P1094,C2411,T3263,PM4048,SH5048,CP6004
P1097,C2271,T3224,PM4033,SH5047,CP6001
P1005,C2318,T3634,PM4005,SH5009,CP6010
P1085,C2331,T3037,PM4027,SH5016,CP6002
P1077,C2436,T3122,PM4027,SH5029,CP6015
P1066,C2340,T3155,PM4012,SH5034,CP6015
P1011,C2108,T3300,PM4040,SH5049,CP6008
P1099,C2272,T3066,PM4011,SH5018,CP6012
P1011,C2167,T3644,PM4049,SH5045,CP6009
P1065,C2396,T3393,PM4039,SH5033,CP6016
P1001,C2179,T3651,PM4049,SH5031,CP6016
P1014,C2057,T3593,PM4001,SH5011,CP6009
P1022,C2479,T3569,PM4007,SH5042,CP6007
P1028,C2420,T3660,PM4041,SH5016,CP6006
P1080,C2497,T3404,PM4008,SH5005,CP6013
P1095,C2078,T3448,PM4049,SH5012,CP6017
P1006,C2459,T3130,PM4007,SH5038,CP6018
P1093,C2060,T3068,PM4002,SH5021,CP6017
P1027,C2368,T3344,PM4008,SH5010,CP6013
P1013,C2120,T3319,PM4012,SH5006,CP6009
P1043,C2206,T3176,PM4008,SH5044,CP6000
P1029,C2033,T3583,PM4030,SH5044,CP6008
P1080,C2069,T3528,PM4024,SH5020,CP6017
P1031,C2016,T3159,PM4043,SH5000,CP6012
P1069,C2495,T3581,PM4044,SH5029,CP6016
P1087,C2496,T3624,PM4007,SH5018,CP6015
P1005,C2019,T3532,PM4046,SH5046,CP6010
P1026,C2456,T3134,PM4030,SH5045,CP6008
P1081,C2314,T3110,PM4044,SH5028,CP6006
P1087,C2068,T3282,PM4044,SH5034,CP6000
P1023,C2214,T3519,PM4030,SH5019,CP6008
P1033,C2160,T3718,PM4016,SH5035,CP6009
P1039,C2101,T3193,PM4046,SH5038,CP6015
P1046,C2375,T3046,PM4018,SH5000,CP6017
P1078,C2205,T3341,PM4002,SH5022,CP6013
P1074,C2144,T3241,PM4045,SH5030,CP6010
P1085,C2056,T3521,PM4029,SH5034,CP6003
P1023,C2082,T3369,PM4009,SH5046,CP6018
P1064,C2480,T3130,PM4048,SH5044,CP6012
P1017,C2384,T3269,PM4028,SH5021,CP6000
P1043,C2268,T3060,PM4039,SH5045,CP6018
P1075,C2493,T3163,PM4017,SH5006,CP6014
P1056,C2410,T3524,PM4011,SH5032,CP6019
P1027,C2453,T3271,PM4048,SH5044,CP6014
P1070,C2186,T3719,PM4022,SH5035,CP6010
P1022,C2005,T3132,PM4010,SH5043,CP6004
P1084,C2352,T3243,PM4008,SH5006,CP6009
P1033,C2349,T3433,PM4023,SH5026,CP6017
P1010,C2109,T3037,PM4024,SH5001,CP6006
P1085,C2482,T3567,PM4024,SH5016,CP6000
P1034,C2406,T3318,PM4046,SH5000,CP6002
P1092,C2137,T3509,PM4008,SH5045,CP6000
P1041,C2050,T3375,PM4011,SH5029,CP6016
P1027,C2402,T3559,PM4010,SH5021,CP6014
P1081,C2050,T3616,PM4048,SH5027,CP6004
P1077,C2475,T3473,PM4037,SH5032,CP6015
P1081,C2086,T3058,PM4027,SH5025,CP6011
P1091,C2067,T3588,PM4007,SH5034,CP6018
P1023,C2083,T3498,PM4009,SH5010,CP6013
P1007,C2466,T3217,PM4024,SH5006,CP6002
P1052,C2041,T3566,PM4046,SH5027,CP6018
P1071,C2218,T3566,PM4035,SH5024,CP6000
P1003,C2056,T3128,PM4049,SH5040,CP6000
P1090,C2225,T3382,PM4042,SH5030,CP6009
P1099,C2195,T3387,PM4008,SH5002,CP6002
P1004,C2247,T3084,PM4040,SH5032,CP6012
P1096,C2165,T3509,PM4007,SH5033,CP6005
P1048,C2061,T3725,PM4002,SH5020,CP6010
P1097,C2262,T3626,PM4017,SH5036,CP6005
P1029,C2111,T3436,PM4045,SH5048,CP6002
P1071,C2252,T3292,PM4034,SH5018,CP6015
P1062,C2198,T3048,PM4016,SH5036,CP6008
P1046,C2177,T3066,PM4035,SH5020,CP6007
P1025,C2435,T3128,PM4027,SH5013,CP6002
P1056,C2025,T3028,PM4049,SH5009,CP6004
P1036,C2409,T3342,PM4014,SH5006,CP6013
P1097,C2245,T3544,PM4018,SH5028,CP6004
P1006,C2018,T3118,PM4021,SH5039,CP6018
P1039,C2264,T3691,PM4005,SH5007,CP6004
P1091,C2316,T3662,PM4046,SH5038,CP6019
P1038,C2019,T3132,PM4006,SH5012,CP6019
P1061,C2105,T3326,PM4043,SH5045,CP6001
P1091,C2236,T3184,PM4047,SH5018,CP6006
P1077,C2305,T3505,PM4008,SH5010,CP6000
P1052,C2463,T3645,PM4019,SH5001,CP6017
P1003,C2245,T3688,PM4036,SH5048,CP6009
P1081,C2080,T3533,PM4010,SH5005,CP6005
P1024,C2149,T3240,PM4001,SH5028,CP6006
P1006,C2396,T3588,PM4021,SH5040,CP6011
P1027,C2395,T3715,PM4047,SH5004,CP6017
P1068,C2009,T3515,PM4035,SH5040,CP6010
P1066,C2320,T3164,PM4004,SH5029,CP6018
P1094,C2223,T3639,PM4006,SH5038,CP6003
P1019,C2413,T3556,PM4005,SH5035,CP6018
P1082,C2263,T3217,PM4021,SH5026,CP6012
P1010,C2148,T3647,PM4009,SH5049,CP6018
P1066,C2277,T3679,PM4045,SH5017,CP6001
P1086,C2273,T3604,PM4039,SH5048,CP6008
P1006,C2193,T3004,PM4045,SH5035,CP6007
P1022,C2431,T3667,PM4045,SH5015,CP6013
P1060,C2171,T3080,PM4019,SH5004,CP6008
P1070,C2264,T3246,PM4027,SH5008,CP6012
P1033,C2450,T3492,PM4022,SH5033,CP6017
P1018,C2309,T3648,PM4034,SH5033,CP6005
P1057,C2025,T3385,PM4000,SH5035,CP6002
P1008,C2468,T3574,PM4028,SH5030,CP6009
P1047,C2349,T3306,PM4008,SH5019,CP6009
P1081,C2475,T3627,PM4008,SH5016,CP6009
P1040,C2355,T3624,PM4021,SH5019,CP6008
P1047,C2025,T3542,PM4001,SH5027,CP6011
P1044,C2033,T3006,PM4015,SH5020,CP6007
P1024,C2263,T3514,PM4039,SH5018,CP6008
P1077,C2137,T3567,PM4005,SH5002,CP6016
P1024,C2303,T3072,PM4012,SH5029,CP6007
P1018,C2182,T3009,PM4032,SH5004,CP6017
P1038,C2362,T3572,PM4018,SH5041,CP6019
P1078,C2241,T3561,PM4014,SH5005,CP6016
P1079,C2053,T3121,PM4032,SH5002,CP6005
P1026,C2461,T3686,PM4009,SH5048,CP6009
P1073,C2167,T3512,PM4000,SH5041,CP6000
P1062,C2118,T3440,PM4011,SH5023,CP6000
P1067,C2142,T3037,PM4042,SH5043,CP6008
P1018,C2080,T3701,PM4028,SH5000,CP6019
P1027,C2244,T3590,PM4016,SH5049,CP6002
P1084,C2401,T3344,PM4003,SH5035,CP6005
P1077,C2351,T3337,PM4028,SH5014,CP6006
P1032,C2357,T3701,PM4006,SH5040,CP6008
P1009,C2406,T3183,PM4043,SH5037,CP6004
P1082,C2061,T3066,PM4012,SH5043,CP6015
P1029,C2045,T3016,PM4004,SH5017,CP6001
P1021,C2086,T3382,PM4005,SH5022,CP6002
P1002,C2098,T3367,PM4033,SH5046,CP6002
P1081,C2294,T3315,PM4006,SH5028,CP6019
P1074,C2398,T3496,PM4045,SH5040,CP6009
P1047,C2052,T3720,PM4027,SH5021,CP6002
P1001,C2471,T3344,PM4045,SH5023,CP6014
P1075,C2191,T3552,PM4009,SH5044,CP6013
P1053,C2446,T3472,PM4003,SH5047,CP6003
P1005,C2475,T3114,PM4002,SH5012,CP6009
P1039,C2079,T3099,PM4024,SH5032,CP6010
P1092,C2015,T3437,PM4022,SH5049,CP6010
P1093,C2359,T3344,PM4026,SH5021,CP6007
P1001,C2486,T3348,PM4013,SH5034,CP6008
P1072,C2325,T3138,PM4037,SH5016,CP6007
P1001,C2193,T3323,PM4031,SH5021,CP6011
P1092,C2140,T3301,PM4022,SH5004,CP6016
P1096,C2107,T3293,PM4046,SH5024,CP6014
P1073,C2302,T3528,PM4039,SH5005,CP6018
P1097,C2264,T3291,PM4036,SH5016,CP6019
P1054,C2446,T3073,PM4002,SH5030,CP6005
P1071,C2289,T3483,PM4034,SH5016,CP6004
P1059,C2208,T3015,PM4012,SH5032,CP6007
P1096,C2474,T3525,PM4033,SH5038,CP6017
P1005,C2412,T3335,PM4023,SH5047,CP6014
P1018,C2164,T3515,PM4000,SH5036,CP6002
P1095,C2426,T3126,PM4011,SH5047,CP6013
P1026,C2341,T3517,PM4007,SH5003,CP6014
P1000,C2370,T3128,PM4018,SH5042,CP6012
P1032,C2319,T3510,PM4008,SH5013,CP6019
P1039,C2151,T3422,PM4027,SH5012,CP6008
P1031,C2454,T3384,PM4013,SH5026,CP6016
P1068,C2289,T3231,PM4026,SH5023,CP6018
P1016,C2431,T3194,PM4017,SH5026,CP6003
P1007,C2267,T3064,PM4041,SH5007,CP6019
P1056,C2150,T3614,PM4040,SH5046,CP6009
P1041,C2206,T3276,PM4005,SH5049,CP6002
P1097,C2254,T3669,PM4032,SH5038,CP6018
P1008,C2352,T3223,PM4036,SH5020,CP6008
P1086,C2376,T3277,PM4041,SH5040,CP6004
P1034,C2140,T3693,PM4024,SH5010,CP6013
P1070,C2342,T3365,PM4012,SH5030,CP6006
P1078,C2357,T3515,PM4022,SH5026,CP6005
